Name,Transliterated
भौसाना,Bhawsana
वसेन,Vasen
टकटौली,Takatoli
रामपुर सखरेज,Rampursakhrej
रामपुर नरूआ,Rampur Narua
नदिहा खुर्द,Nadiha Khurd
पतारा,Patara
संचितपुर,Sanchitpur
तरगांव,Targaon
बनहरी,Banahari
रामसारी,Ramsari
ईश्वरीगंज,Ishwariganj
प्रतापपुर हरी,Pratppur Hari
ख्योरा कटरी,Khyora Katri
लोखवाखेड़ा,Lokhwakheda
रमेलनगर,Ramelnagar
वरहट वांगर,Warhat Wangar
लोधर,Lodhar
किशुनपुर,Kishunpur
तरीपाठकपुर,Tripatharpur
घनश्यामपुर,Ghanshyampur
दुर्गापुर,Durgapur
बहरमपुर,Bahrampur
नसिरापुर,Nasirapur
बेर्राखानपुर,Berrakhanpur
खासपुर,Khaspur
महिगवॉ,Mahigwa
राधन,Radhan
लक्ष्मनपुर मिश्रान,Laxmanpur Mishra
पूरा,Pura
मदारारायगुमान,Madararayguman
सुजावलपुर,Sujawalpur
ऊधौ निवादा,Udhau Niwada
बदीपुर,Badipur
दादरपुर कटहा,Dadarpur Katha
दरियापुर बिल्हौर,Dariyapur Bilhaur
चौबिगही,Chaubighi
शाहमपुर कोट,Shahpur Kot
मोहिउद्दीनपुर,Mahiuddinpur
बैड़ी अलीपुर,Bairi Alipur
रहीमपुर करीमपुर,Rahimpur Karimpur
बारामऊ,Baramu
गिलवट अमीनावाद,Gilwat Aminabad
खाड़ामऊ,Khaadamau
मकनपुर,Makanpur
पलिया बुजुर्ग,Palia Bujurg
रेउना,Reuna
इस्माइलपुर कदीम,Ismailpur Kadim
बसौरा,Basora
हथेरूवा,Hatheruwa
चौबेपुर,Chaubepur
राहा,Raha
जुरैया,Juraiya
घुधुवा,Ghudhuwa
कटरी,Katari
काटर,Kater
कोरौ,Koro
श्री नगर,Shri Nagar
बदलेसिमनापुर,Badlesimnapur
मकरन्दपुर,Makrandpur
बीरपुर,Birpur
गुच्चूपुर,Gucchapur
गुजेला,Gujela
अमौली,Amauli
डोहरू,Dohru
अकबरपुर बीरबल,Akbarpur Birbal
बांध,Bandh
मदुरी,Maduri
कोहरा,Kohra
हालामऊ,Halamau
कुरेह,Kureh
बछना,Bachna
चन्द्रपुरा,Chandrapura
उत्तमपुर,Uttampur
मुनौव्वरपुर,Munauwwarpur
मोजमपुर,Mojamput
रहीमपुर विषधन,Rahimpur Visdhan
भीतरगांव,Bhitargav
बिरसिंहपुर,Birsingpur
परौली,Paroli
तिवारीपुर साढ़,Tiwaripur Sath
बेहटा गम्भीरपुर,Behtha Ghambhirpur
कुन्दौली,Kundauli
अमौर,Amaur
पालपुर,Palpur
करचुलीपुर,Karchulipur
नेवादा उजागर,Nevada Ujagar
बरईगढ़,Barai Garh
देवपुरा,Devpura
कुड़नी,Kudni
नरायनपुर साढ़,Narayanpur Sath
वीरनखेड़ा,Viraankheda
गाजीपुर,Ghazipur
कुआँखेडा,Kuankheda
बैजूपुर,Baijupur
छतेरूआ,Chhaterua
बुधौली,Budhauli
दमनपुर,Damanpur
खासबरा,Khasbara
महुआ,Mahua
अकारू,Akru
खानपुर चैन,Khanpur Chain
लडुआपुर,Ladduapur
इन्जुवारामपुर,Injuwa Rampur
कटेठी,Katethi
विक्रमपुर,Vikrampur
गुलौली,Gaulau
कुढवा,Kudwa
थनवापुर,Thanwapur
पचलख,Pachalakh
चिरौरा,Chiraura
सुल्तानपुर पेराजोर,Sultanpur Perajor
कौसम,Kausa
मोहाना,Mohana
पतरा सडवा,Patra Sadwa
तिलौंची,Tilounchi
हिलौंठी,Hilaunthi
आलापुर,Alapur
जसवापुर,Jaswapur
विलसराँया,Vilsaraya
मनेथू,Manethu
सेरूआटप्पा सैंथा,Seruattappa Saintha
सराय हरपाली,Sarai Harpalli
सरायां,Sarayan
दशहरा सुजानपुर,Dashara Sujanpur
रसूलाबाद देहात,Rasulabad Dehat
सलेमपुर महेरा,Salempur Mahera
भारामऊ,Bharamu
नारखुर्द,Narkhurd
दया,Daya
विरगुवां,Virgwaan
कुठौन्दा,Kuthanda
जैसारीकला,Jaiskala
चतेला,Chatela
बबीना,Babina
बागी,Bagi
उदनपुर,Udanpur
पिथऊपुर,Pithupur
दमरास,Damras
अभैपुर,Abhaipur
भिटारी,Bhitari
मुसमरिया,Musamariya
बिनौरा बैद्य,Binaura Baidya
सिकरी रह,Sikri Rah
नादई,Nadai
रिनिया बैदेपुर,Rinia Baidepur
जाजेपुरा,Jajepura
कस्वा,Kaswa
डिकौली जागीर,Dikauli Jagir
गन्थरा,Ganthera
रूरा सिरसा,Rura Sirsa
ईंगुई माधौगढ,Ingui Madhaugarh
रेंटर,Renter
द्दिरिया,Ddiria
कन्हर पुरा,Kanhar Pura
ऊँचा गाँव,Unchaa Gaon
पंडितपुर,Panditpur
पीपरी अटगइयाँ,Pipiri Atgaiyaan
लोहई दिवारा,Lohai Diwara
बोहरा,Bohra
ताहरपुरा,Taharpur
कुरा,Kura
हथनाबुजुर्ग,Hatnabujurg
गढगुवॉ,Gadhaguvaa
उद,Ud
जीपुरा,Jipura
मोहनपुर कुदारी,Mohanpur Kudari
काशीपुरा,Kashiupra
पमा,Paama
सिकरी राजा,Sikri Raja
उदोतपुरा,Udotpura
गायर,Gair
लौना,Launa
नीमखेरा,Neemkheraa
पटनामड़ावरा,Patnamdawraa
गौना,Gauna
बैरवारा,Bairawaaraa
उगरपुर,Ugarpur
वनगुवाकलां,Vanguwaakalaan
मऊ,Mauu
विजयपुरा,Vijaypura
म्यॉव,Myauw
रमपुरा कठवर,Rampura Kathwar
धनगौल,Dhangoul
उल्दनाकलां,Uldnaakalaan
कुसमांड,Kusmaand
गुढा,Gudhaa
लहरैन,Lahrain
लुहर्रा,Luhharraa
सिंदवाहा,Sindhwaaha
सौजना,Saujana
भैलोनीसूवा,Bhailonisuuwa
कारीटोरन,Katoran
करमई,Karmi
डुलावन,Dulavan
बार,Bar
भावनी,Bhawani
दशरारा,Dashara
सेमरा भागनगर,Semra Bhaganagar
टीकरा तिवारी,Tikra Tiwari
ठगारी,Thagari
पिपरई,Pipari
जमुनिया,Jamunia
खितवांस,Khitwans
पटसेमरा,Patsemra
बम्हौरीवंशा,Bamhourivansha
ऐरा,Aira
देवगढ,Deogarh
बंदरगुढ़ा,Bandargudha
जमौरामाफी,Jauramafi
गोरा,Gora
देवरी,Deori
सीरोनखुर्द,Sironkhurd
दैलवारा,Dailwara
सिलगन,Silgan
पंचमपुर,Panchmpur
मसौराखुर्द,Maurakhurd
रघुनाथपुरा,Raghunthpura
मिर्चवारा,Mirchwara
गनगौरा,Gnagowra
धनौरा,Dhanaura
जखौरा,Jhakhora
गोकुल,Gokul
ठरों,Tharon
नगरा,Nagara
लभेरा,Labhera
रक्सा,Raksa
छिरौरा बुजुर्ग,Chirora Bujurg
कोटरा,Kotara
रमपुरा,Rampura
बंकापहाड़ी,Bankapahadi
रानापुरा,Ranapura
हैवतपुरा,Haiwatpura
लखावती,Lakhawati
जलालपुरा,Jalalpur
मारकुंआ,Markua
करगुवां,Karguan
पटटी कुम्हर्रा,Patti Kumhrra
कुम्हरार,Kumharar
साकिन,Sakin
लोहागढ़,lohagarh
फुटेराबरूआसागर,phuterabaruasagar
चिल्ली,Chilli
करबई,Karbai
सिंहपुर,Singhpur
लोहारी,Lohari
बेंदा,Benda
जौहरपुर,Jauharpur
सादीमदनपुर,Sadimadnapur
लौमर,Laumar
पिपरहरी,Piperhari
पैलानी,Pailani
अमलोर,Amalor
पपरेन्दा,Paprenda
मोतियारी,Motiyary
हड़हा,Harha
कबौली,Kabauli
महाबरा,Mahabaara
सबादा,Sabda
इछावर,Echawar
कानाखेड़ा,Kanakhera
नरायढ़,Narayad
गौरीकला,Gaurikala
लसड़ा,Lasra
अदरी,Adri
कुचौली,Kuchouli
लोहरा,Lohra
मुडवारा,Mudwara
पछौहा,Pachhouha
सिकरी लखनपुर,Sikri Lakhnapur
पन्नाह,Pannah
सांडा सानी,Sanda Sani
भीती,Bhiti
कलाना,Kalana
अधांव,Adhwana
मंठा,Mantha
सातर,Satar
शिव,Shiv
इंटवा,Intwa
रानीपुर,Ranipur
भदावल,Bhadaval
पिण्डखर,Pinkhar
सिकलोढी,Siklodi
लौलीटीकामऊ,Laulitikmau
कोनी,Koni
सेसासुबकरा,Sesasubkara
पूरब पताई,Purba Pathai
बरहाकोटरा,Barhakotra
चित्रवार,Chitrawar
रैपुरा,Raipura
कोनिया,Konia
बरगढ़,Baragad
ओबरी,Obari
बल्हौरा,Balhaura
छीबों,Chibon
रूपौली,Raupoli
ॲभेट,Abhet
चोरहा,Choraha
ऴ,L
रगौली,Ragauli
बाँधी,Bandhi
देउँधा,Deundha
ऐंचवारा,Ainchawara
किहुनियाँ,Kihuniyan
इटवाँ डुड़ैला,Itwan Dudela
अमचुरनेरूवा,Amchurneruwa
मनगवाँ,Mangwan
निही,Nihi
सखियांव,Sakhiyanv
बाग बादशाही,Bag Badshahi
चकहाता,Chakhata
जिगनी,Jigani
प्रतापपुर,Pratapur
शिवरी,Shivari
दरियाबाद,Dariyabad
बरहट,Barhat
गंगचौली खुर्द,Gangcholi Khurd
रहसूपुर,Rahsupur
मिराई,Mirai
टिकरा,Tikra
कंसमीरीपुर,Kansmirippur
बहरौली,Bahrauli
पहुर,Pahar
हरसिंहपुर,Harsingpur
मौहार,Mauhar
अभयपुर,Abhayapur
भाऊपुर,Bhaupur
अमौली,Amauli
गौरी - औरा,Gauri - Aura
सनगाँव,Sangaw
हसनापुरसानी,Hasanapursani
दमापुर,Damappur
रसूलपुर,Rasulpur
धनीपुर,Dhanipur
चक सकरन,Chak Sakran
चकइटैली,Chakitaili
पहाड़पुर,Paharpur
अयाह,Ayah
जिन्दपुर,Jindpur
महना,Mahana
मनीपुर,Manipura
गम्हरी,Gamhari
उन्नौर,Unnaur
पौली,Pauli
खरैई,Kharaei
रूहेल्लापुर,Ruhellapur
हरदासपुर गेरिया,Hardaspur Geria
मुबारकपुर गेरिया,Mubarakpur Geria
इजूराबुजुर्ग,Izurabuzurg
बुदवन,Budwan
बरकतपुर,Barkatpur
नकसारा,Nakasara
कनवार,Kanwar
नादेमई,Nademai
साढ़ो,Sadho
को,ko
गोइठा,Goitha
पाली ऊपरहार,Pali Uparhar
पुरखास,Purkhas
बूँदा,Bunda
रसूलपुर टप्पा,Rasulpur Tappa
नूरपुर हाजीपुर,Nurpur Hajipur
सरसवां,Sarsawa
कुम्हियावां,Kumhiyawan
डकशरीरा,Dakshirira
अढौली,Adhauli
लौगवा,Laugawa
पूरब सरावां,Purba Sarawan
ढेरहा,Dherha
पलरा,Palra
भवनसूरी,Bhawanasuri
बड़हरी,Barhari
वनीखास,Vani khas
डडरई,Daddarai
पश्चिम शरीरा,Paschim Shirira
छिमिरछा,Chimircha
असाढ़ा,Asadha
हुसेनमई,Husainmai
गौसपुर,Gauspur
शाखाबरीपुर,Shakhabarpur
खोरांव,Khoraw
मिर्जापुर जवई,Mirzapur Jawai
थोन,Thon
